Field_ID,Year,Quality,Yield
R64O6N6,2017,2,4.06875
F0WD293,2017,3,4.3775
UX21KGR,2017,2,3.86875
GT2D57X,2017,3,5.74375
627J1P2,2017,2,6.3125
K9QW79F,2017,3,5.05625
HL14EI7,2017,2,1.875
CVPG0CZ,2017,2,4.825
H0LAGTT,2017,3,3.79375
GRAFWJ7,2017,1,1.9125
ENHV2ZD,2017,2,4.48125
NOLZZW1,2017,3,4.85625
N9EPYKU,2017,3,1.18125
HXIERVL,2017,3,0.625
TWU13Z5,2017,3,1.625
9BFO3ZX,2017,2,0.55625
YFB3FDX,2017,2,3.39375
U37Q1W0,2017,3,1.9125
80QCEIG,2017,3,1.93125
1GCNNUN,2017,1,2.0125
000OKL7,2017,1,7.13125
TMSI47F,2017,3,3.5125
VEKINJH,2017,3,2.55375
GS1LW7X,2017,2,4.86875
LEKVYYZ,2017,3,4.52625
6NEM59Q,2017,3,3.0375
9ZP9HNY,2017,3,2.53125
XUSKOOV,2017,3,3.8125
RXFX8SC,2017,2,3.95625
7FYPOFS,2017,3,4.95625
MYJWUCA,2017,3,4.15625
ZF9ODQ9,2017,2,3.89375
T22IUOA,2017,2,2.5125
SXVY58T,2017,3,3.88125
3NE41UH,2017,1,1.53125
43MHR96,2017,2,2.325
51SEL1D,2017,3,2.125
CFROBVW,2017,2,2.43125
FBBXMGJ,2017,2,1.5625
0Y5AXYW,2017,2,3.05625
SFZ3JDU,2017,3,6.675
QEQWT2C,2017,3,4.825
IPBOO03,2017,3,3.85625
UYN7TSK,2017,1,4.41875
L0UCD6X,2017,1,2.625
PMCYGGO,2017,3,2.525
6Q2JZ6K,2017,3,5.91875
HTGXI6J,2017,3,2.86875
GR6S15B,2017,3,3.5875
239P3RJ,2017,1,3.0125
JYH6PYS,2017,3,5.68125
0ZGWGDO,2017,3,2.59875
0P49THJ,2017,2,4.80625
XD3ZYW8,2017,2,2.55
RHSPZTR,2017,2,2.80625
OZNH7CC,2017,3,1.425
GUCSYRX,2017,3,2.975
8FMKGHF,2017,3,1.64375
VNYIKNU,2017,3,6.845
AJSN9P9,2017,3,4.89375
7X5SEJG,2017,3,3.39375
RP9CS35,2017,3,5.14375
1J9D59U,2017,3,2.375
4RNRETQ,2017,2,1.36875
BHVAGU9,2017,3,7.4375
03XDB3Z,2017,3,7.3375
NCCBBXG,2017,1,4.61875
1OD5U8P,2017,3,3.03125
MASF003,2017,3,5.25
77JLVOK,2017,3,2.93125
6CFRCUK,2017,3,1.95625
2WPABTZ,2017,2,4.10625
3JCRZ91,2017,3,2.1875
787OPB3,2017,3,3.6875
FE7COW0,2017,2,5.1125
HRJFQ5Q,2017,2,4.0
4M0LE2Q,2017,2,2.9125
XGF7UUL,2017,2,3.6125
IQGP1I3,2017,3,1.51875
DKFSFIN,2017,3,2.85625
LC3KD7V,2017,2,2.7625
LORZ2QY,2017,2,3.83125
N4A0HM2,2017,3,1.625
GK1JTNU,2017,1,3.1825
XE2Z09O,2017,3,1.35625
VC5QO70,2017,3,3.71875
VV1ANX6,2017,3,1.8125
50PC2QB,2017,2,1.44375
VIT8XGR,2017,3,3.25625
X785X8J,2017,3,4.075
YFET8IX,2017,2,8.56875
MPZX8HW,2017,3,3.23125
WJ22QDG,2017,3,5.11875
2778RSU,2017,3,4.39375
MTV9RCT,2017,2,2.5
ZZC6MMD,2017,3,5.3875
IO0ZX1C,2017,1,2.80625
I71JCIL,2017,2,2.825
AAKLZ5X,2017,3,5.60625
5VDPUM4,2017,2,1.84375
Q30E2N2,2017,2,3.24375
029ALJR,2017,2,6.23875
UBYUSQM,2017,3,3.3875
49YVAQI,2017,2,8.01875
7YRZ7Y9,2017,2,2.525
G9ASSO0,2017,3,4.9375
M5Q8HEA,2017,3,2.50625
WR4A92O,2017,2,2.56875
KCUJJNZ,2017,3,3.69375
Q9DE4P3,2017,3,6.7125
9XNO5GQ,2017,3,4.91875
K5I1HAS,2017,3,4.7
WSQ1L1J,2017,2,4.465
X51G199,2017,2,12.9875
317EOZO,2017,2,2.0125
B39N9G8,2017,2,3.81875
MLJDXBI,2017,3,5.64375
BE5TCGC,2017,2,4.85625
1H7CWSU,2017,2,4.3875
GE1UMDJ,2017,2,1.31875
PBKRDAY,2017,2,2.09375
V36OUCZ,2017,2,4.99375
QTIQP4O,2017,3,3.01875
4T2N53O,2017,3,3.5125
N8ACZV2,2017,3,3.66875
0RFWU2U,2017,3,5.025
8MKLX9O,2017,2,5.85625
G78KYNZ,2017,2,4.10625
1G9PLBE,2017,2,4.38125
CN25N9V,2017,3,2.30625
T64Y5X3,2017,3,4.6725
I74HNZB,2017,3,1.9625
MIO9K1M,2017,2,1.8
WSCHIS1,2017,3,4.9625
PPRYE0H,2017,3,3.0375
6DCPZN6,2017,2,5.14375
YJ9RCII,2017,2,4.36875
MZEELE1,2017,2,4.86875
DBCOIQK,2017,3,5.45625
J0595XT,2017,3,3.575
10MKWG2,2017,3,5.21
606MEI6,2017,1,5.75625
RD7OEUO,2017,3,4.0
2MRA303,2017,1,3.8
7M4J6PU,2017,1,5.10625
CAP7BFO,2017,3,3.54375
6E166H1,2017,2,2.99375
19E9B6G,2017,1,2.65625
GLT35K1,2017,3,4.31125
9XQ0T0A,2017,1,11.94375
LYLTVC7,2017,3,7.49875
X5KTUSE,2017,1,5.71
P6LZAD9,2017,3,2.14375
IKTDXKD,2017,3,2.8125
UF5SRA3,2017,3,3.9
EKG67QH,2017,3,4.28125
5IHX51J,2017,3,4.31875
7YP6EKN,2017,2,3.35
DKKL1L3,2017,3,4.075
HOTN4M9,2017,2,2.0625
ZSUTT7A,2017,3,5.3
2U2K0WF,2017,3,5.14375
INBC7U3,2017,3,2.425
JN1Y22Q,2017,3,3.31875
DM014QV,2017,1,4.075
PBW46UJ,2017,2,1.69375
46QFDF4,2017,1,8.46875
8TK2P37,2017,3,4.70625
3S94G36,2017,3,3.93125
M8P03AN,2017,3,2.03125
25HNIBX,2017,3,1.1625
8IG1P4R,2017,2,13.83125
1H1ORVM,2017,3,3.2
TR52A86,2017,2,5.78125
P2Q4PN6,2017,3,3.23125
DFB367J,2017,3,3.28125
59XZ9KI,2017,3,14.3125
4XC9CN9,2017,2,4.8625
4TP3U0Y,2017,3,2.125
8UO8ZAU,2017,1,5.34375
H434LH2,2017,3,7.61875
1KVRXY8,2017,3,4.15
UUI7CW6,2017,3,3.1375
TTD9YGD,2017,3,2.4
CDZ9EXV,2017,2,4.76375
MM74MJA,2017,3,4.275
074VFWE,2017,2,3.3875
21HFWXG,2017,2,2.89375
AWWP2AH,2017,2,2.98125
2K8M02G,2017,3,3.5125
NDWE6Z0,2017,3,5.25
SUWN1OV,2017,2,4.925
0G4H52F,2017,3,5.2125
UDK827T,2017,3,1.94375
83Q4ROD,2017,3,3.425
8S6SCEG,2017,1,5.43125
42G2JCE,2017,2,6.13125
P6SSHE5,2017,3,3.925
G646J94,2017,3,4.25
U23NFXB,2017,3,4.3625
GSTLW5J,2017,2,5.15
WAD8YCF,2017,3,4.0625
Z0EXRMA,2017,2,5.24375
4T6J1Q7,2017,2,5.31875
SHV4AXH,2017,3,3.2375
5UOPR0G,2017,3,4.08125
PK2Q853,2017,3,5.33125
DLKD1UU,2017,3,2.5125
65E3X6W,2017,3,3.40625
HW6QP4D,2017,3,10.23125
Q4R9IH9,2017,2,4.1375
BA4LXS3,2017,3,2.58125
IZUEBD9,2017,3,1.2375
DSD5ZKS,2017,1,5.975
757EXCV,2017,2,3.79375
UYBOD7C,2017,3,5.10625
F8A0EJM,2017,2,5.49375
0M9Z0WD,2017,2,4.55
MGKEN3V,2017,2,3.06875
XCKDYL1,2017,2,3.475
PKKUD87,2017,2,5.0125
I15H9VW,2017,2,4.475
8AJOJJ6,2017,3,3.39375
27HTODX,2017,2,2.0
8SDZV4M,2017,2,6.375
J589DPJ,2017,2,5.025
OYENPP2,2017,2,3.40625
3FEB5N6,2017,3,3.35
FKZZIU9,2017,3,3.125
BKXLIBX,2017,3,7.3575
K0SYVJH,2017,3,3.75625
CO0N1II,2017,2,2.9875
1SG82QZ,2017,2,2.16875
D6OIFF1,2017,3,2.60625
X5BHLB0,2017,3,2.5875
73Z3T9U,2017,2,6.0125
B8BTML2,2018,3,6.15
ESWOAC2,2017,2,2.4875
3P8NYRI,2018,3,4.47
BRMLXD2,2018,2,5.643
N93HG02,2018,1,5.484
LMWLNPI,2018,3,2.353
MV0OY06,2018,3,2.082
EIO1YS8,2018,1,6.004
8MD0N0E,2018,3,1.591
FRWP8QM,2018,1,4.54
H86JFKG,2018,3,4.033
GNF8HVS,2018,3,2.291
JSU7S9E,2018,3,3.397
1EB0OIS,2018,2,2.367
31N2GV7,2018,2,2.371
LSQUS5X,2018,3,0.433
XSZDCG3,2018,2,4.921
GW6ZVPQ,2018,3,4.3839999999999995
1I3L8QM,2018,2,4.553999999999999
1HSSFUG,2018,2,4.1930000000000005
1Q0BE5M,2018,2,4.588
12V48PY,2018,3,3.873
CU4WIYJ,2018,2,4.088
N9VPPJA,2018,2,6.268
F0JQ94J,2018,3,4.651
YADFNCZ,2018,2,5.664
MX0EC49,2018,3,8.413
4F6VNQJ,2018,2,10.127
89VVBJU,2018,3,0.902
23QB8HE,2018,3,3.9219999999999997
7NDXOTV,2018,1,8.503
3EVKEIB,2018,3,3.8939999999999997
NHAFH4J,2018,1,4.401
96MAQM7,2018,3,0.632
3RDW4QE,2018,3,3.707
WLS1NVU,2018,3,2.86
TLS4U55,2018,2,2.193
IUSWPVE,2018,2,5.886
ECVK767,2018,2,3.53
ME55BR9,2018,3,5.497999999999999
DPMMLDM,2018,1,2.138
9VCSF10,2018,2,5.275
52NLOWG,2018,2,3.1510000000000002
YCYOHO7,2018,3,0.9440000000000001
Z3SQHF0,2018,3,2.721
QUQBAOU,2018,3,2.374
2KP7MD7,2018,3,0.826
WYQ21JO,2018,3,2.173
M34NUB5,2018,2,3.478
PK9JA9Z,2018,1,1.964
KW4BPJE,2018,3,4.803
5X7DSLB,2018,3,5.164
WQWS8W6,2018,2,3.609
LZQPPZT,2018,2,4.713
Y557JWN,2018,2,4.234
UIRJIMS,2018,3,4.123
F16JGEE,2018,3,4.0680000000000005
I0UG2U4,2018,3,5.132000000000001
HBU4PB4,2018,3,4.019
Z8XTRC7,2018,2,3.832
RTCIBSJ,2018,3,1.895
K2NFXHF,2018,3,5.727
QHNHY7D,2018,3,3.97
1NICK53,2018,2,2.457
VCIIFL3,2017,2,3.5
GUI95ET,2017,2,4.63125
OIZPVNB,2017,3,4.1875
R89H0V7,2017,3,3.475
9YPIKZ5,2017,2,0.725
PA2PLVJ,2017,2,4.01875
20CIZWJ,2017,3,2.78125
BV0QQ6A,2017,2,0.6
27480UW,2017,2,2.33125
5ZGVKV7,2017,3,3.575
R6WC3PK,2017,3,3.1875
BKWGKCN,2017,2,3.225
GJ8HAZC,2017,2,1.71875
DBQIWUY,2017,2,3.4
Z901SLD,2017,3,4.7
JLBT5T8,2017,3,0.15
MH6GC2A,2017,3,3.16875
7HLRMND,2017,3,2.5375
QFHHM01,2017,3,5.38125
VEFMGC9,2017,3,1.25
UWIM8GY,2017,3,4.54375
CR9ZE6X,2017,3,5.39375
SEAWWLQ,2017,3,4.98125
V5M86PQ,2017,2,3.85625
NG8ES0E,2017,3,3.36875
XN06UZH,2017,2,2.4125
5533GKU,2017,2,2.4125
KXYSA62,2017,2,1.08125
DESXKEX,2017,3,4.375
D2PWNOU,2017,3,1.79375
ISDIM9J,2017,2,1.06875
RDEU0AE,2017,3,2.3625
3YHYIXB,2017,1,2.90625
QT9EECZ,2017,3,3.0625
UCC0ZTP,2017,1,1.61875
URGD8GH,2017,3,8.64375
OA0F652,2017,2,4.7625
62KQEE4,2017,2,1.59375
GP3K5UY,2017,3,3.95625
DX8VWDV,2017,2,4.56625
O31S3T2,2017,3,5.19375
VRIIFKH,2017,2,2.33125
P1QIHL0,2017,2,2.025
WLI8CLX,2017,2,1.4375
FITQCEO,2017,3,2.575
4N2VHIJ,2017,3,4.19375
1NX1ZO8,2017,1,1.45
EDHYJQ8,2017,1,2.47125
GH64RVN,2017,2,2.9125
CM83H2G,2017,3,2.98125
8OD2LIC,2017,2,3.01125
FO8FOQR,2017,2,1.175
6J63MZB,2017,3,2.025
QS16KJC,2017,1,1.775
14GMA6Z,2017,3,4.9625
FLCWC23,2017,3,3.78875
8CVIQJ4,2017,3,4.2125
6TVB4H0,2017,2,1.125
JXRV1XO,2017,3,3.99375
Y1DGBXR,2017,1,2.975
O8LMI2N,2017,1,4.35
FM54C7Z,2017,3,6.4225
569LQJC,2017,2,0.5375
0UAPTDS,2017,1,3.48125
KLKXUB0,2017,2,4.0375
8GGUP3Y,2017,2,1.81875
S462QPQ,2017,2,3.2
MRTOZQD,2017,3,2.7875
E8A9DX6,2017,3,3.16875
8YB2RPV,2017,2,2.5125
AJR1JV8,2017,3,3.0125
E3RIMXW,2017,2,3.675
J9EBGD1,2017,2,4.55625
PDAKL17,2017,2,1.9375
SEUG13S,2017,2,5.175
9DUWO7T,2017,3,1.4125
5HRP0LB,2017,3,3.4125
J1RZNZU,2017,3,6.11875
UM1OY58,2017,2,2.3375
09B11R8,2017,1,3.60625
8RB970R,2017,1,0.975
42IOTIS,2017,1,3.3875
V3EIGC1,2017,3,3.4375
AT2FKFF,2017,2,3.15
VPBSQPG,2017,2,5.125
FWH418C,2017,3,2.04375
QY57FGY,2017,2,2.9375
Y22HKI8,2017,2,1.775
XTOR1HT,2017,2,3.9375
MTNEYI9,2017,3,5.10625
YDD751F,2017,2,4.39375
5JZHP0X,2017,3,1.975
T7M1XTR,2017,3,1.6775
6M10DUT,2017,2,1.7625
HJQPXJE,2017,3,3.3125
VQZEKQI,2017,2,1.33125
4IWY6YW,2017,3,3.4125
ZTST55B,2017,1,3.8375
B5U5SWZ,2017,2,3.09375
36Y1Z39,2017,3,4.31875
WAT99IS,2017,1,2.7375
B994CP5,2017,2,1.5125
06FI5XR,2017,3,0.33125
ZWQQ9HU,2017,1,1.5375
4BOBSTA,2017,2,2.7625
DLEHU17,2017,3,3.18125
LQ5SF2V,2017,2,4.5875
0O0G83M,2017,2,1.05
URIFPAV,2017,1,4.175
P82M2XK,2017,3,4.4
IT6G74U,2017,2,4.26875
UW8IFPH,2017,2,4.66875
WP9UPIS,2017,3,3.8
JO8S3HR,2017,2,0.2475
EPC3ZI7,2017,2,5.85625
E1R8CR1,2017,3,4.0875
JRJGRK0,2017,1,0.85
SV99T7F,2017,2,2.8375
IIAR6DJ,2017,2,2.1125
YRZLXWJ,2017,3,5.72
84YX025,2017,2,2.2375
63TQV9P,2017,2,2.40625
594KOAJ,2017,2,2.88125
C5SR5L2,2017,2,2.25
JSMSIP4,2017,2,2.44375
EZP4FNR,2017,2,4.64375
DEJ2F2M,2017,3,2.4375
JEAWN8K,2017,2,3.29375
2KLAIES,2017,2,2.78125
4P9JXZS,2017,3,2.025
LKZ2HYC,2017,3,1.2125
PUVKPQX,2017,2,1.5325
QHAA3IR,2017,2,4.5125
D0Y761K,2017,2,0.825
ZD60Y80,2017,3,2.79375
QOQNOXC,2017,2,1.55
PXMVA76,2017,2,0.8375
I3YD04O,2017,3,1.75
2VTTS34,2017,2,3.7875
HLX38RZ,2017,2,2.50625
LJJHNUW,2017,2,1.26875
8UTYBNL,2017,1,2.50625
NQ5FFN5,2017,1,3.2875
S87QJ80,2017,1,1.46875
DAR9SBL,2017,2,1.25625
IE0D87O,2017,1,5.7375
HRPNUJR,2017,1,2.8875
1DF46JA,2017,2,5.1
ILPA6YE,2017,3,1.75375
M1AIKYN,2017,2,1.23125
1XG9YAZ,2017,1,1.18125
SJVUO2M,2017,3,3.575
EC28FR3,2017,2,1.7625
T4J2NQF,2017,2,1.90125
XOGCAXY,2017,3,2.7125
XE2QGUS,2017,2,3.0
CU0ISXN,2017,2,3.53125
5DI574B,2017,1,2.85
A9UEX32,2017,2,0.73125
LJ6HZ82,2017,2,1.1625
M82B4V3,2017,1,1.41875
ZJVWIGD,2017,3,1.8625
SL2B0MI,2017,2,1.7125
DWFYOF0,2017,2,3.64375
6Q8HK7Y,2017,2,1.7875
9U4TJRM,2017,3,3.65
REYCNSY,2017,3,2.25625
VBSDK7Y,2017,2,2.55
KNH8ZWZ,2017,3,4.9875
BN6K7ZJ,2017,2,5.2125
CZDEH0F,2017,3,5.33125
GEMX96Y,2017,3,1.9125
HJH5K14,2017,3,1.675
78J0X8B,2017,2,1.0625
53AZA8A,2017,2,3.55
U59CM1W,2017,2,2.1875
ISROD37,2017,3,4.5
94PLMHG,2017,2,1.625
8WD5SB6,2017,2,3.75
I1E2RNP,2017,2,1.73125
BK0GR1Q,2017,3,6.40625
BRC5NZL,2017,3,3.78125
I2Y4O0P,2017,3,1.25
RI0UGST,2017,2,1.48125
ZQZNTBF,2017,3,0.91875
FXNCDV3,2017,2,3.61875
KXWF2I4,2017,3,4.675
JWQCOA7,2017,2,1.53125
9LYRD0X,2017,2,1.24375
LFTLT7Z,2017,3,2.8125
OZZUZ5J,2017,3,3.8375
ADZ4MJ0,2017,1,2.075
G7C4VGS,2017,2,1.9125
BXVV5MV,2017,2,1.68125
81RLYB6,2017,1,3.18125
I3QAAVG,2017,2,3.5875
195DRPZ,2017,2,4.54375
4K19KQW,2017,3,1.90625
SXT2RSN,2017,3,3.15
ZU6I0ME,2017,3,5.125
BQV7CQW,2017,3,0.99375
MF9M975,2017,2,4.88125
KCE0IP9,2017,2,3.2125
SSGHMR8,2017,3,3.60625
1QMHQTJ,2017,2,1.91875
DK1RHRO,2017,2,1.675
ZTFYO67,2017,2,1.78125
JPBJLIW,2017,2,3.0375
KZQVB2V,2017,3,1.375
2PD4LJI,2017,2,6.39375
Q3THNID,2017,2,4.05625
RTAKP8M,2017,3,4.1625
QJCFVL9,2017,3,2.46875
NXLZFW6,2017,3,7.575
L17O2CK,2017,2,0.89375
IOOJXNB,2017,2,4.9625
0JOZ1X9,2017,2,0.9
QG6U0UW,2017,3,6.5
U6ADNZE,2017,2,2.00625
WPF8FAW,2017,2,2.7875
OA8KTAW,2017,3,4.1125
JZMWTNV,2017,2,0.65
XVWW7QK,2017,3,4.00375
908O5WS,2017,3,2.45
DBA4MXV,2017,3,1.96875
AYOU6ZE,2017,3,2.64375
LZB066P,2017,1,2.41875
F252FI6,2017,2,1.6
Z5T6QTI,2017,3,4.56875
807W58E,2017,2,0.92625
0USMP4U,2017,2,2.51875
BH0WLN9,2017,3,1.84375
PPYYYZT,2017,2,4.54375
6JEVEMB,2017,2,2.175
01NFH0A,2017,2,4.9
9QBB9RF,2017,3,0.8875
KEB8GES,2017,3,3.71875
7PCEDXN,2017,2,4.525
8TI2RZQ,2017,3,3.4375
KK06HZ6,2017,3,3.85625
BS4E1JP,2017,2,4.75625
FMWLVR1,2017,1,4.90625
W9P8MON,2017,3,2.975
FHXQLVA,2017,2,3.4
5JXNL06,2017,3,3.7375
4KWYCN9,2017,3,4.6
CNBC6G6,2017,3,2.375
KZ0JAP7,2017,3,1.53125
CDG0USA,2017,1,3.6375
3X629YG,2017,2,0.86875
3IQ9QQV,2017,2,0.93625
SWWP79E,2017,3,1.55
XLHK2AQ,2017,3,3.8875
P51BE6D,2017,2,3.75
JF71ZD7,2017,3,5.0375
92IWSH1,2017,2,5.425
GJR8IZQ,2017,3,3.6125
676LWNZ,2017,3,3.1625
SDNIZZR,2017,3,3.0125
AYKNNYF,2017,2,3.5
EHNR4MW,2017,3,5.2
1XDMN3X,2017,1,2.95
V0P4N1T,2017,2,5.6
7VUO1UO,2017,2,4.5875
LDVDVU5,2017,3,3.8125
QATTRQS,2017,2,4.25
8RPS609,2017,2,1.3125
XFO057O,2017,1,1.3
V02ADFC,2017,2,2.9675
5YCDLMJ,2017,3,3.8875
7K3XFYJ,2017,3,1.38125
PHP9EOK,2017,3,5.125
HPYHOHF,2017,2,2.85
KLV9WTQ,2017,2,4.225
TG8JTOI,2017,2,1.6875
Q9GBWRK,2017,2,2.15
8R1Z06I,2017,2,3.8375
VVD0ME9,2017,2,3.3375
EQPSBSQ,2017,2,2.325
Y6ZNM6I,2017,3,4.4875
U87WA8V,2017,3,5.275
2CBNAZL,2017,3,1.58125
BN63AY5,2017,3,3.1125
DVJ2ONI,2017,2,0.7
PAJNB4O,2017,3,4.775
2TU811T,2017,3,2.3375
FT9BY5R,2017,2,1.65
KK5RRRK,2017,3,1.5875
Z2HRUPV,2017,2,3.2625
N24I68E,2017,2,3.1
2A0PLRE,2017,2,4.40625
EJLS19L,2017,3,5.05625
KDBIIU5,2017,3,3.5
FXIT1PK,2017,3,1.7625
BKR9LPF,2017,2,0.76875
GMAQR7F,2017,3,5.51875
VLGEY8F,2017,3,4.725
UXLHGEV,2017,2,0.71875
K4VESTG,2017,3,1.15
AA6TKB9,2017,3,4.475
5Z6TQ9X,2017,2,5.34375
J9KJGG3,2017,2,2.7
NXKA760,2017,3,3.6
Z18NQ05,2017,1,1.5
R57GGCD,2017,1,0.76875
N9N15OU,2017,2,0.85625
7IV90QH,2017,3,2.375
RZXBBST,2017,3,6.00625
QFWAVYY,2017,1,2.4
BJN8BZA,2017,2,3.725
QBZ5Y7L,2017,1,1.4875
0AAFL0Q,2017,3,2.6875
2HO6G7V,2017,3,2.825
KJBI5Q9,2017,3,5.89375
16K82HQ,2017,1,4.68125
I4SIEXC,2017,3,3.1
G5UAGI3,2017,2,7.60625
P2KU4CO,2017,3,2.625
W6VIB5A,2017,3,2.01875
T8L6C4Y,2017,2,4.3625
TB78QIZ,2017,3,3.00625
KXC5XRL,2017,2,4.50125
TYXZCI2,2017,3,1.825
W6HNHS0,2017,2,4.1375
RLQ2OP6,2017,2,1.5
Q5BWMKQ,2017,2,0.68125
PMJFVNY,2017,2,4.63125
LF3MV3G,2017,3,4.74375
6K3G17H,2017,2,6.04375
41Q786M,2017,3,2.34375
PQLCW8Q,2017,3,5.14375
J8H7QFJ,2017,3,3.78125
UOO4JO8,2017,2,3.2775
DON5BD8,2017,1,1.7375
MG6BSFY,2017,2,2.1625
M5817P0,2017,2,0.24375
R3LVN9Z,2017,2,2.59375
ZTWL08F,2017,2,2.06875
M6CT6ND,2017,2,3.6875
MTSEEF4,2017,1,1.475
G9DW4G8,2017,3,3.69375
OVD4LOV,2017,3,2.79375
E0YJK7O,2017,3,1.35
B57PCRO,2017,2,3.15
5RIC9TF,2017,3,6.7625
7ZYZREE,2017,2,3.675
RYVQ37F,2017,2,4.10625
WL846HS,2017,3,2.54375
HPXG507,2017,2,2.7
A2VLX6V,2017,1,1.45625
NROW1ON,2017,2,0.4625
VNSIXQ9,2017,2,3.1375
9206VX7,2017,3,0.9125
2B7P6CR,2017,3,3.2875
60M5DOC,2017,3,3.1375
CMUWBEE,2017,3,2.125
QWJ9NRK,2017,3,2.36875
96ZZXXX,2017,2,1.35
396IKBF,2017,3,3.40625
E6CF8ZA,2017,3,2.5
JKTRU51,2017,2,4.1125
2PBQLEE,2017,3,4.6975
D3W1KZL,2017,2,2.46875
VDFQTEG,2017,2,3.1625
C9KUMHN,2017,2,2.225
VHRNWTV,2017,2,2.68125
OIGQFIY,2017,3,4.8125
BC0OJF9,2017,2,5.625
DNKMYDU,2017,3,4.5
UOY58RD,2017,2,3.54375
9Q5LL9I,2017,2,3.5875
O7FXZKE,2017,3,4.7
YFKYXHL,2017,3,4.4125
97691KA,2017,3,4.01875
O4BYVFW,2017,1,0.9875
W1XAYR0,2017,2,5.825
V34CD8G,2017,3,5.7125
0EC042T,2017,3,3.9375
YV4UD71,2017,2,6.43125
CPB2Q2I,2017,2,3.75625
JEAUVDO,2017,3,3.525
QXZE577,2017,3,2.13125
9LR2Y3K,2017,2,4.4875
MWG3QZ2,2017,2,3.64375
MX9QTKN,2017,3,2.0875
8PCOVDP,2017,3,6.26875
HAHZCQA,2017,2,3.0375
98HJXLM,2017,2,4.125
2XYSR89,2017,3,1.275
7JOQS5B,2017,3,5.4875
EV5BYX5,2017,3,2.025
PMLCDXL,2017,1,2.70625
3FAIQ7J,2017,3,3.23125
SJ5YWO8,2017,2,4.8125
UV1SBLD,2017,3,6.05625
CHHT0HK,2017,3,2.90625
Q2KUWF0,2017,3,2.93125
2UHAUIL,2017,2,5.36875
IKOCIHC,2017,3,2.48125
L0XHS67,2017,2,5.01875
T0791DR,2017,3,2.5625
YD0FLTB,2017,2,5.025
821RDOW,2017,3,2.325
RYUMHZB,2017,1,2.44
7974NMY,2017,2,2.96875
O82QLDG,2017,2,3.0825
XDK02LC,2017,1,2.18
32OFTL4,2017,1,2.55875
DSWQ8W6,2017,2,3.225
U5XPKEU,2017,1,2.42
5S27AF3,2017,2,1.55
J7HMQZT,2017,1,1.78125
TA4CJZL,2017,2,3.025
4QGY1H1,2017,2,2.05
N236YL4,2017,2,4.04375
ADG3O0P,2017,2,4.28125
UJ5SCPR,2017,2,9.525
KL2N03S,2017,2,4.03125
VCX83EL,2017,3,0.5
VURK1LY,2017,2,4.1625
S14914F,2017,2,2.875
EYLEQIS,2017,1,4.525
IN12Y74,2017,1,3.6625
WBTB7NX,2017,1,6.80625
OCVC1BM,2017,1,1.9
BUDLPZI,2017,1,1.0
28XCEOG,2017,1,2.05625
4JQLVV5,2017,1,1.4625
A4KH8QP,2017,1,1.275
8IX97E3,2017,1,8.4725
A4758WW,2017,1,2.175
TQY25VB,2017,3,4.63125
J90EFSH,2017,3,4.275
56EDXUS,2017,2,3.0125
EQMXMRU,2017,2,3.58125
10F62SA,2017,3,1.6875
DIPVGVL,2017,3,4.6625
RKLIAYL,2017,2,4.38125
RMDW2G4,2017,3,3.7
T0SZK85,2017,3,3.8125
B1WG0CJ,2017,3,5.0625
4M446T5,2017,2,4.60375
2FRYD1Q,2017,2,2.0625
KLJAGXX,2017,3,3.64375
6EIIBY9,2017,3,1.15
ATX3N1W,2017,3,4.18125
Q37MOQJ,2017,2,4.775
2D6YORS,2017,3,5.775
23R1GBG,2017,2,5.42625
FZ3CRGR,2017,3,2.9
IMM1U7L,2017,2,3.16875
125H4EO,2017,1,3.96125
EGWA7F7,2017,3,3.5875
77P46O9,2017,1,4.555
U4PDY1J,2017,3,3.13375
WB492HZ,2017,3,5.78125
85QP7VK,2017,3,1.60625
ROY4D2B,2017,3,4.075
24M9LLM,2017,3,3.58125
O4F277C,2017,2,1.5875
3MBJRYB,2017,1,1.625
D52TSFA,2017,1,2.3125
LGKQ4OP,2017,1,1.26875
ZQ8AZOR,2017,1,1.3125
BFAN52U,2017,1,4.375
ESESYT2,2017,1,5.88125
E3WV028,2017,1,3.9375
QEOWSGM,2017,3,4.5625
2DQJ6LV,2017,3,2.575
XS07T14,2017,3,5.44375
40IZ6IN,2017,2,2.3175
OKCGR5S,2017,1,3.3625
G9VEDKE,2017,1,4.0625
MH5Q1CG,2017,3,0.625
DPI1JE4,2017,2,0.6875
6ZCOJJ5,2017,3,3.6
PW5KIAF,2017,3,2.5
J1PV25X,2017,3,1.63125
VCY2DBU,2017,2,1.66875
ZHL9XSD,2017,2,1.10625
GXF8SYG,2017,2,2.4875
Z8TXSZG,2017,1,3.79375
MOWWQCM,2017,3,0.80625
66R30EJ,2017,3,5.9125
SYEHHTO,2017,3,3.875
5POC9KA,2017,3,1.21375
N9KFYQC,2017,3,6.40625
BEQE0G5,2017,1,1.725
UC5OZWF,2017,3,1.325
8IXJ6S9,2017,3,4.55
6TZOSLD,2017,2,2.375
VY39LPN,2017,2,3.625
Q6PRWA1,2017,2,2.9
P563X6G,2017,3,2.26875
NDFADV6,2017,1,5.6875
TIJFHNC,2017,3,3.14125
ASAMVF2,2017,2,5.4
8IZU7RJ,2017,2,2.96875
06MZI49,2017,2,2.03125
0RFARVL,2017,2,1.1375
