Field_ID,Yield
ZNCBPCZ,1.3317757
VV8ZGWV,0.026163846
6UFEUAX,4.2111726
7YHJSBZ,2.0859983
MDI9IJ4,0.9073994
1JS0IAX,7.9055085
64VMGQJ,3.9785583
V2HOCLI,3.688409
II84TEM,2.1174803
OC1LH5E,3.4820344
HAVG8EX,3.215371
CDEJ38Z,2.9030516
OFH4IN5,6.942818
9KY9WLW,4.57569
9P3QQPM,0.66121876
3H89LWV,4.36388
I6EYSGB,4.4173164
XOEIR44,1.9728028
YB307JG,2.1509404
8TT86NF,4.6496196
